,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1961-01-01,485.25215259769493,464.227698107184,464.7222988634571,485.25215259769493,485.25215259769493,-20.77692117375651,-20.77692117375651,-20.77692117375651,-1.4046805638985234,-1.4046805638985234,-1.4046805638985234,-19.372240609857986,-19.372240609857986,-19.372240609857986,0.0,0.0,0.0,464.4752314239384
1,1961-02-01,490.83022748925583,461.31262048020824,461.8042966779114,490.83022748925583,490.83022748925583,-29.277296417235295,-29.277296417235295,-29.277296417235295,2.249457595189347,2.249457595189347,2.249457595189347,-31.526754012424643,-31.526754012424643,-31.526754012424643,0.0,0.0,0.0,461.55293107202056
2,1961-03-01,495.8684886816335,494.3514526182606,494.8759777603608,495.8684886816335,495.8684886816335,-1.2544303394493719,-1.2544303394493719,-1.2544303394493719,2.2494575951885007,2.2494575951885007,2.2494575951885007,-3.5038879346378726,-3.5038879346378726,-3.5038879346378726,0.0,0.0,0.0,494.61405834218414
3,1961-04-01,496.33108125773754,492.11527551098834,492.6465083378788,496.33108125773754,496.33108125773754,-3.944611997473006,-3.944611997473006,-3.944611997473006,1.2426245919318168,1.2426245919318168,1.2426245919318168,-5.187236589404823,-5.187236589404823,-5.187236589404823,0.0,0.0,0.0,492.3864692602645
4,1961-05-01,496.7787500613813,493.3703836517751,493.8618651626742,496.7787500613813,496.7787500613813,-3.1729297976700535,-3.1729297976700535,-3.1729297976700535,-4.188082000205612,-4.188082000205612,-4.188082000205612,1.015152202535559,1.015152202535559,1.015152202535559,0.0,0.0,0.0,493.6058202637112
5,1961-06-01,497.24134115847977,537.0386814960679,537.5808053294321,497.24134115847977,497.24134115847977,40.066239630231436,40.066239630231436,40.066239630231436,0.0878832611530977,0.0878832611530977,0.0878832611530977,39.97835636907834,39.97835636907834,39.97835636907834,0.0,0.0,0.0,537.3075807887112
6,1961-07-01,500.4965824549193,576.9925053527805,577.541062667179,500.4965824549193,500.4965824549193,76.7635009686407,76.7635009686407,76.7635009686407,1.242624591937739,1.242624591937739,1.242624591937739,75.52087637670296,75.52087637670296,75.52087637670296,0.0,0.0,0.0,577.26008342356
7,1961-08-01,504.6526799164919,572.5346599398619,573.0533430114605,504.6526799164919,504.6526799164919,68.14273142157792,68.14273142157792,68.14273142157792,-3.5908850341579193,-3.5908850341579193,-3.5908850341579193,71.73361645573584,71.73361645573584,71.73361645573584,0.0,0.0,0.0,572.7954113380698
8,1961-09-01,508.8087773780645,533.1596475924947,533.6872057334464,508.8087773780645,508.8087773780645,24.615465542719754,24.615465542719754,24.615465542719754,5.603682149983468,5.603682149983468,5.603682149983468,19.01178339273629,19.01178339273629,19.01178339273629,0.0,0.0,0.0,533.4242429207843
9,1961-10-01,513.054167473958,491.07359893368033,491.5661124013437,513.054167473958,513.054167473958,-21.72861131931328,-21.72861131931328,-21.72861131931328,-1.4046805639013444,-1.4046805639013444,-1.4046805639013444,-20.323930755411933,-20.323930755411933,-20.323930755411933,0.0,0.0,0.0,491.32555615464474
10,1961-11-01,517.4410705730481,460.6877714514149,461.19970787111254,517.4410705730481,517.4410705730481,-56.49914540385676,-56.49914540385676,-56.49914540385676,2.2494575951899045,2.2494575951899045,2.2494575951899045,-58.748602999046675,-58.748602999046675,-58.748602999046675,0.0,0.0,0.0,460.9419251691914
11,1961-12-01,521.6864607313419,493.39767145919325,493.90209204798293,521.6864607313419,521.6864607313419,-28.04787096410477,-28.04787096410477,-28.04787096410477,5.603682149984097,5.603682149984097,5.603682149984097,-33.65155311408886,-33.65155311408886,-33.65155311408886,0.0,0.0,0.0,493.6385897672371
12,1962-01-01,525.9179453940977,499.1408977426484,499.6583504599477,525.9179453940977,525.9179453940977,-26.517138408673848,-26.517138408673848,-26.517138408673848,-4.188082000202407,-4.188082000202407,-4.188082000202407,-22.329056408471438,-22.329056408471438,-22.329056408471438,0.0,0.0,0.0,499.40080698542386
13,1962-02-01,530.1494300568535,496.02818635965593,496.5452017121397,530.1494300568535,530.1494300568535,-33.86690319621447,-33.86690319621447,-33.86690319621447,0.08788326115203762,0.08788326115203762,0.08788326115203762,-33.95478645736651,-33.95478645736651,-33.95478645736651,0.0,0.0,0.0,496.282526860639
14,1962-03-01,531.1584781404559,532.2369419724954,532.7750572095606,531.1584781404559,531.1584781404559,1.3539962592232537,1.3539962592232537,1.3539962592232537,0.08788326115184757,0.08788326115184757,0.08788326115184757,1.2661129980714059,1.2661129980714059,1.2661129980714059,0.0,0.0,0.0,532.5124743996791
15,1962-04-01,532.2756385232387,524.9973188643878,525.5260262161916,532.2756385232387,532.2756385232387,-7.014333408679371,-7.014333408679371,-7.014333408679371,-1.4046805639014217,-1.4046805639014217,-1.4046805639014217,-5.6096528447779495,-5.6096528447779495,-5.6096528447779495,0.0,0.0,0.0,525.2613051145594
16,1962-05-01,533.3567614743189,529.1012103802946,529.6147391429023,533.3567614743189,533.3567614743189,-4.000756781861409,-4.000756781861409,-4.000756781861409,-3.5908850341600633,-3.5908850341600633,-3.5908850341600633,-0.40987174770134566,-0.40987174770134566,-0.40987174770134566,0.0,0.0,0.0,529.3560046924575
17,1962-06-01,534.4439415077436,577.3210241851042,577.8141464706111,534.4439415077436,534.4439415077436,43.125390700780116,43.125390700780116,43.125390700780116,5.603682149983741,5.603682149983741,5.603682149983741,37.52170855079637,37.52170855079637,37.52170855079637,0.0,0.0,0.0,577.5693322085237
18,1962-07-01,535.4960512175095,610.8171299775375,611.3765585096838,535.4960512175095,535.4960512175095,75.59229142213451,75.59229142213451,75.59229142213451,-1.4046805639011284,-1.4046805639011284,-1.4046805639011284,76.99697198603563,76.99697198603563,76.99697198603563,0.0,0.0,0.0,611.088342639644
