,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1949-01-01,106.48533404598572,41.78609990625337,129.45866428234137,106.48533404598572,106.48533404598572,-20.306971275411886,-20.306971275411886,-20.306971275411886,1.173553020017475,1.173553020017475,1.173553020017475,-21.480524295429365,-21.480524295429365,-21.480524295429365,0.0,0.0,0.0,86.17836277057384
1,1949-02-01,108.65568464033024,33.06064422707274,119.2785453810485,108.65568464033024,108.65568464033024,-33.5006892545987,-33.5006892545987,-33.5006892545987,-3.8120563816889668,-3.8120563816889668,-3.8120563816889668,-29.68863287290973,-29.68863287290973,-29.68863287290973,0.0,0.0,0.0,75.15499538573154
2,1949-03-01,110.61600130618982,63.58298132391768,152.16079188447287,110.61600130618982,110.61600130618982,-3.744191816390891,-3.744191816390891,-3.744191816390891,-3.812056381683838,-3.812056381683838,-3.812056381683838,0.06786456529294671,0.06786456529294671,0.06786456529294671,0.0,0.0,0.0,106.87180948979892
3,1949-04-01,112.78635190053434,71.89983945310463,153.98123461536215,112.78635190053434,112.78635190053434,-0.5179093231649711,-0.5179093231649711,-0.5179093231649711,4.7607013482922,4.7607013482922,4.7607013482922,-5.278610671457171,-5.278610671457171,-5.278610671457171,0.0,0.0,0.0,112.26844257736937
4,1949-05-01,114.88669118538387,67.42112071220605,154.28139848166896,114.88669118538387,114.88669118538387,-5.032763086899957,-5.032763086899957,-5.032763086899957,-1.6092890321920856,-1.6092890321920856,-1.6092890321920856,-3.4234740547078713,-3.4234740547078713,-3.4234740547078713,0.0,0.0,0.0,109.8539280984839
5,1949-06-01,117.05704177972841,108.7409615697243,197.74924404362227,117.05704177972841,117.05704177972841,35.12567177630918,35.12567177630918,35.12567177630918,1.085200846180898,1.085200846180898,1.085200846180898,34.040470930128286,34.040470930128286,34.040470930128286,0.0,0.0,0.0,152.18271355603758
6,1949-07-01,119.15738107051334,150.4041753302671,238.29192637593064,119.15738107051334,119.15738107051334,75.315125222081,75.315125222081,75.315125222081,4.76070134829232,4.76070134829232,4.76070134829232,70.55442387378868,70.55442387378868,70.55442387378868,0.0,0.0,0.0,194.47250629259435
7,1949-08-01,121.32773167099111,142.6974670376907,226.181968692048,121.32773167099111,121.32773167099111,65.68545122725371,65.68545122725371,65.68545122725371,-2.2096540320744635,-2.2096540320744635,-2.2096540320744635,67.89510525932818,67.89510525932818,67.89510525932818,0.0,0.0,0.0,187.01318289824482
8,1949-09-01,123.49808227146887,98.63815072070435,186.84180971894972,123.49808227146887,123.49808227146887,17.458099484878115,17.458099484878115,17.458099484878115,0.6115442314613507,0.6115442314613507,0.6115442314613507,16.846555253416767,16.846555253416767,16.846555253416767,0.0,0.0,0.0,140.95618175634698
9,1949-10-01,125.59842156225382,60.00144238544085,149.55705222110402,125.59842156225382,125.59842156225382,-20.622772626980094,-20.622772626980094,-20.622772626980094,1.173553020023798,1.173553020023798,1.173553020023798,-21.796325647003894,-21.796325647003894,-21.796325647003894,0.0,0.0,0.0,104.97564893527372
